City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,smithers,54.7804,-127.1743,14.32,44,20,8.05,CA,1708989604
356,howrah,22.5892,88.3103,66.2,77,20,4.61,IN,1708989506
357,minas de marcona,-15.2119,-75.1103,68.43,79,82,15.55,PE,1708989604
358,rosalie,15.3667,-61.2667,77.7,73,63,9.31,DM,1708989605
359,dunedin,-45.8742,170.5036,61.97,74,89,8.08,NZ,1708989491
360,pritzwalk,53.1494,12.1741,40.59,90,96,9.13,DE,1708989605
361,sao vicente,-23.9631,-46.3919,82.58,26,100,1.99,BR,1708989356
362,callao,-12.0667,-77.15,83.71,73,0,14.97,PE,1708989576
363,bandon,51.7469,-8.7425,40.59,83,64,4.14,IE,1708989606
364,el alto,-4.2714,-81.2147,78.46,72,68,6.26,PE,1708989606
365,sakakah,29.9697,40.2064,49.57,47,63,11.79,SA,1708989607
366,luau,-10.7073,22.2247,62.64,98,82,1.41,AO,1708989607
367,thompson,55.7435,-97.8558,-5.64,45,75,9.22,CA,1708989435
368,richards bay,-28.783,32.0377,68.52,77,100,9.71,ZA,1708989435
369,northam,51.0333,-4.2167,42.62,80,6,8.79,GB,1708989453
370,suva,-18.1416,178.4415,87.28,79,40,6.91,FJ,1708989468
371,hammerfest,70.6634,23.6821,34.25,75,20,11.5,NO,1708989607
372,filadelfia,39.9523,-75.1638,56.12,54,75,4.61,US,1708989378
373,kirensk,57.7853,108.1119,-17.03,100,100,1.01,RU,1708989608
374,newman,37.3138,-121.0208,66.54,81,87,1.01,US,1708989467
375,isangel,-19.55,169.2667,86.11,79,100,2.3,VU,1708989608
376,bonthe,7.5264,-12.505,78.26,88,10,5.61,SL,1708989463
377,ouargaye,11.5033,0.0572,88.99,18,9,6.55,BF,1708989608
378,cromwell,41.5951,-72.6454,47.21,70,0,9.22,US,1708989608
379,zhangye,38.9342,100.4517,21.16,64,80,2.66,CN,1708989609
380,westport,41.1415,-73.3579,47.62,69,0,3.44,US,1708989540
381,saveh,35.0213,50.3566,28.4,90,100,7.94,IR,1708989609
382,darwin,-12.4611,130.8418,82.94,89,75,3.44,AU,1708989471
383,yarmouth,41.7057,-70.2286,44.15,90,0,17.27,US,1708989452
384,talcahuano,-36.7167,-73.1167,67.68,60,0,14.97,CL,1708989316
385,el bauga,18.262,33.9081,68.65,18,28,11.21,SD,1708989610
386,geraldton,-28.7667,114.6,72.01,78,75,17.27,AU,1708989359
387,tosontsengel,48.7567,98.2839,-20.07,99,99,0.04,MN,1708989610
388,berdigestyakh,62.0989,126.6992,-32.35,100,100,1.88,RU,1708989468
389,vila velha,-20.3297,-40.2925,78.94,88,40,2.3,BR,1708989610
390,lebu,-37.6167,-73.65,59.81,86,34,10.16,CL,1708989419
391,yazd,31.8972,54.3675,33.91,93,100,9.22,IR,1708989611
392,ha'il,27.5219,41.6907,51.82,43,0,2.3,SA,1708989611
393,lorengau,-2.0226,147.2712,84.15,70,78,1.99,PG,1708989438
394,aleksandrovsk-sakhalinskiy,50.8975,142.1561,2.57,93,44,2.39,RU,1708989411
395,wuwei,37.9281,102.6414,22.3,82,43,2.08,CN,1708989611
396,happy valley-goose bay,53.3168,-60.3315,25.11,80,75,8.05,CA,1708989312
397,biga,40.2281,27.2422,53.06,88,98,3.22,TR,1708989612
398,paracuru,-3.41,-39.0306,77.11,88,100,4.14,BR,1708989341
399,chittaurgarh,24.8833,74.6333,63.37,33,94,6.6,IN,1708989612
400,mitu,1.1983,-70.1733,73.9,98,81,3.22,CO,1708989377
401,prairie view,30.0933,-95.9877,80.78,77,81,13.73,US,1708989612
402,necochea,-38.5473,-58.7368,73.33,68,99,7.2,AR,1708989613
403,winnemucca,40.973,-117.7357,46.45,61,100,14.97,US,1708989411
404,chiang saen,20.2751,100.0869,67.8,52,1,1.1,TH,1708989613
405,merritt,50.1123,-120.7942,38.32,48,94,4.0,CA,1708989566
406,mount pleasant,32.7941,-79.8626,62.82,56,0,9.22,US,1708989614
407,umm kaddadah,13.6017,26.6876,72.86,14,26,11.81,SD,1708989614
408,sorochinsk,52.4338,53.1583,-1.7,86,87,1.95,RU,1708989614
409,narathiwat,6.3333,101.75,75.06,86,83,5.68,TH,1708989615
410,zapala,-38.8992,-70.0544,75.29,13,38,18.19,AR,1708989508
411,nadi,-17.8,177.4167,89.6,66,20,10.36,FJ,1708989615
412,togur,58.3631,82.8265,-7.85,100,96,4.0,RU,1708989450
413,insar,53.8653,44.3738,10.44,84,100,10.65,RU,1708989615
414,reggane,26.7158,0.1714,66.13,15,0,6.11,DZ,1708989432
415,sungailiat,-1.85,106.1333,79.5,87,80,7.54,ID,1708989616
416,omoku,5.3435,6.6532,82.56,75,48,3.96,NG,1708989616
417,mbuji-mayi,-6.15,23.6,69.03,96,99,1.77,CD,1708989617
418,mlangali,-9.7833,34.5167,60.8,96,100,3.8,TZ,1708989618
419,kone,-21.0595,164.8658,87.21,56,100,5.08,NC,1708989456
420,nizhniy odes,63.6445,54.856,27.57,97,100,8.14,RU,1708989618
421,saldanha,-33.0117,17.9442,64.2,64,0,13.13,ZA,1708989454
422,ad dilam,23.9915,47.1627,57.61,40,0,4.16,SA,1708989619
423,yuanping,38.7153,112.7575,23.63,94,96,1.54,CN,1708989619
424,missoula,47.0166,-113.8009,28.8,49,100,7.27,US,1708989620
425,moissala,8.3404,17.7663,83.37,25,98,1.52,TD,1708989620
426,tomatlan,19.9333,-105.25,83.08,55,2,9.15,MX,1708989621
427,lata,40.1629,-8.3327,47.07,76,1,8.3,PT,1708989466
428,ilawa,53.596,19.5685,43.79,93,100,5.93,PL,1708989622
429,valle vista,33.7478,-116.8934,64.02,62,100,3.0,US,1708989622
430,nova vicosa,-17.8919,-39.3719,78.22,88,17,7.83,BR,1708989496
431,naze,28.3667,129.4833,59.92,67,99,12.62,JP,1708989444
432,inirida,3.8653,-67.9239,80.44,77,100,2.19,CO,1708989623
433,chipinge,-20.1883,32.6236,65.28,97,94,4.5,ZW,1708989623
434,san patricio,28.017,-97.5169,85.15,65,96,15.32,US,1708989450
435,labe,11.3182,-12.2833,72.72,18,41,1.36,GN,1708989628
436,ketchikan,55.3422,-131.6461,31.33,37,0,13.8,US,1708989439
437,castillos,-34.1667,-53.8333,68.04,95,100,9.04,UY,1708989629
438,whiteville,34.3388,-78.7031,64.53,45,0,9.22,US,1708989629
439,shache,38.4167,77.2406,31.33,52,47,3.47,CN,1708989629
440,port lincoln,-34.7333,135.8667,70.39,72,3,8.19,AU,1708989451
441,ta`u,-14.2336,-169.5144,83.75,77,24,14.36,AS,1708989484
442,okhotsk,59.3833,143.3,-15.3,88,20,7.27,RU,1708989516
443,sitka,57.0531,-135.33,30.09,37,0,9.22,US,1708989247
444,rechka-vydrino,51.485,104.8461,7.02,94,100,3.94,RU,1708989630
445,ciechanow,52.8814,20.62,49.86,93,100,5.99,PL,1708989630
446,salamanca,40.8333,-6.0,34.99,88,2,7.23,ES,1708989630
447,keflavik,64.0049,-22.5624,37.83,93,75,17.27,IS,1708989457
448,altoona,40.5187,-78.3947,59.25,83,75,2.93,US,1708989481
449,buta,2.7858,24.73,73.65,77,98,2.24,CD,1708989630
450,hirara,24.8,125.2833,66.06,88,75,19.57,JP,1708989426
451,along,28.1667,94.7667,50.31,75,94,2.35,IN,1708989424
452,yanam,16.7333,82.2167,72.7,86,5,4.07,IN,1708989631
453,port macquarie,-31.4333,152.9167,80.89,66,76,4.23,AU,1708989516
454,ormara,25.2088,64.6357,71.74,55,9,16.98,PK,1708989631
455,pisco,-13.7,-76.2167,75.25,83,0,21.85,PE,1708989423
456,general conesa,-40.1,-64.4333,83.8,38,79,9.44,AR,1708989516
457,tindouf,27.6711,-8.1474,61.25,48,87,20.71,DZ,1708989632
458,nantucket,41.2835,-70.0995,42.94,93,0,11.5,US,1708989167
459,mapimi,25.8167,-103.85,84.67,9,84,1.39,MX,1708989632
460,taltal,-25.4,-70.4833,70.39,75,87,6.51,CL,1708989438
461,antigonish,45.6169,-61.9986,32.18,82,95,4.0,CA,1708989634
462,hwange,-18.3693,26.5019,76.37,64,71,5.44,ZW,1708989634
463,charters towers,-20.1,146.2667,78.69,80,100,7.2,AU,1708989635
464,east london,-33.0153,27.9116,65.32,59,100,5.66,ZA,1708989472
465,bereeda,11.8704,51.0579,75.4,79,44,11.18,SO,1708989635
466,demba,-5.51,22.2667,65.88,99,99,1.19,CD,1708989635
467,ondjiva,-17.0667,15.7333,79.14,34,86,9.24,AO,1708989629
468,san luis,-33.295,-66.3356,76.17,63,79,11.97,AR,1708989571
469,chambishi,-12.6325,28.0537,60.6,98,83,4.21,ZM,1708989636
470,tarko-sale,64.9225,77.785,21.04,95,100,14.72,RU,1708989636
471,freeport,40.6576,-73.5832,49.5,81,0,6.91,US,1708989430
472,yukhnov,54.7444,35.2297,26.38,92,61,7.2,RU,1708989636
473,sabang,5.8933,95.3214,83.71,76,56,21.34,ID,1708989637
474,mount gambier,-37.8333,140.7667,63.91,49,0,5.53,AU,1708989452
475,kruisfontein,-34.0033,24.7314,53.53,83,74,3.76,ZA,1708989497
476,tostado,-29.232,-61.7692,81.99,77,89,6.96,AR,1708989637
477,airuk,7.2772,168.8203,81.86,81,89,17.25,MH,1708989637
478,mazatlan,23.2167,-106.4167,78.76,77,20,5.75,MX,1708989455
479,nowshahr,36.649,51.496,35.55,93,100,9.22,IR,1708989637
480,alofi,-19.0595,-169.9187,85.89,79,40,10.36,NU,1708989435
481,machico,32.7,-16.7667,63.72,73,40,23.02,PT,1708989419
482,visakhapatnam,17.69,83.2093,74.1,83,29,5.41,IN,1708989638
483,lakhdenpokh'ya,61.5198,30.1992,30.74,99,100,3.56,RU,1708989638
484,licheng,23.2955,113.8284,52.32,72,100,5.64,CN,1708989638
485,jiwani,25.05,61.7417,72.82,80,59,13.13,PK,1708989638
486,buzuluk,52.7807,52.2635,-1.03,92,96,1.01,RU,1708989639
487,san jose,37.3394,-121.895,63.86,73,100,6.91,US,1708989580
488,lethem,3.3803,-59.7968,90.45,34,77,9.44,GY,1708989639
489,bhamo,24.2667,97.2333,61.09,71,5,1.23,MM,1708989639
490,grand island,40.925,-98.342,74.01,17,3,8.99,US,1708989639
491,ulanhot,46.0833,122.0833,15.28,43,100,7.96,CN,1708989564
492,tegueste,28.5167,-16.3167,61.09,91,75,11.01,ES,1708989640
493,novyy urengoy,66.0833,76.6333,23.0,94,97,11.39,RU,1708989640
494,launceston,-41.45,147.1667,67.64,52,75,11.5,AU,1708989587
495,ushibukamachi,32.1906,130.0228,45.95,64,26,21.3,JP,1708989640
496,miri,4.4148,114.0089,73.54,100,20,3.44,MY,1708989640
497,dhuusamarreeb,5.535,46.3861,74.32,77,100,12.41,SO,1708989641
498,kambove,-10.8764,26.5969,59.88,97,98,2.91,CD,1708989641
499,muscat,23.6139,58.5922,75.22,67,25,12.28,OM,1708989405
500,galesong,-5.3166,119.3661,75.22,82,100,4.21,ID,1708989641
501,la sarre,48.8002,-79.1996,18.28,85,98,7.76,CA,1708989639
502,kapuskasing,49.4169,-82.4331,23.09,74,100,12.66,CA,1708989526
503,roanoke rapids,36.4615,-77.6542,59.58,71,75,0.0,US,1708989641
504,mangrol,21.1167,70.1167,73.08,47,0,5.5,IN,1708989461
505,sandnessjoen,66.0217,12.6316,32.52,80,100,18.05,NO,1708989642
506,luderitz,-26.6481,15.1594,61.63,85,0,4.03,NA,1708989462
507,annaba,36.9,7.7667,58.96,72,40,9.22,DZ,1708989642
508,were ilu,10.6,39.4333,57.74,56,95,3.31,ET,1708989386
509,mednogorsk,51.4128,57.595,4.14,91,5,1.03,RU,1708989642
510,binhe,32.6883,112.8275,32.49,83,100,4.43,CN,1708989642
511,guerrero negro,27.9769,-114.0611,69.87,50,100,9.64,MX,1708989183
512,vel'sk,61.0701,42.0983,31.26,92,100,11.01,RU,1708989467
513,jangaon,17.7167,79.1833,68.18,91,1,9.24,IN,1708989643
514,tezonapa,18.6092,-96.6917,86.58,36,63,4.21,MX,1708989643
515,an nuhud,12.7,28.4333,72.88,14,81,13.51,SD,1708989643
516,morondava,-20.2833,44.2833,82.27,70,72,7.47,MG,1708989643
517,cabinda,-5.55,12.2,80.38,87,98,5.03,AO,1708989446
518,coronel oviedo,-25.4167,-56.45,84.15,61,99,4.97,PY,1708989643
519,las rosas,-32.4766,-61.5804,75.85,95,97,8.68,AR,1708989643
520,manicore,-5.8092,-61.3003,73.6,99,100,3.36,BR,1708989644
521,maceio,-9.6658,-35.7353,83.64,74,20,6.91,BR,1708989603
522,matipo,-20.2839,-42.3411,68.94,83,28,4.38,BR,1708989644
523,nadym,65.5333,72.5167,25.72,92,100,14.16,RU,1708989431
524,santa cruz,-17.8,-63.1667,82.45,69,40,9.22,BO,1708989644
525,skeldon,5.8833,-57.1333,77.36,78,11,7.31,GY,1708989644
526,lycksele,64.5954,18.6735,13.87,92,14,0.0,SE,1708989645
527,ribas do rio pardo,-20.4431,-53.7592,84.36,53,100,5.37,BR,1708989359
528,coron,11.9986,120.2043,77.77,71,97,13.73,PH,1708989645
529,petropavlivka,48.4564,36.4367,31.75,64,100,12.44,UA,1708989645
530,ulladulla,-35.35,150.4667,66.9,72,100,1.92,AU,1708989645
531,san lawrenz,36.0553,14.204,56.61,77,100,15.05,MT,1708989645
532,nyurba,63.2842,118.3319,-33.3,100,100,3.89,RU,1708989645
533,jwaneng,-24.6004,24.7303,65.25,35,0,7.38,BW,1708989645
534,sucre,-19.0333,-65.2627,62.4,66,85,7.07,BO,1708989646
535,shihezi,44.3,86.0333,1.63,94,100,3.94,CN,1708989646
536,malakal,9.5334,31.6605,87.98,18,52,10.36,SS,1708989646
537,casas grandes,30.3667,-107.95,73.26,19,100,24.85,MX,1708989646
538,lodwar,3.1191,35.5973,86.18,38,65,6.58,KE,1708989646
539,birnin kudu,11.4459,9.4984,78.08,18,36,6.6,NG,1708989647
540,piskivka,50.6938,29.6193,38.19,76,62,8.5,UA,1708989647
541,birjand,32.8663,59.2211,34.27,100,100,4.61,IR,1708989647
542,as sulayyil,20.4607,45.5779,64.65,43,0,8.14,SA,1708989647
543,east stroudsburg,40.9995,-75.1813,51.55,65,55,3.47,US,1708989647
544,varadero,23.1536,-81.2514,72.36,63,0,17.36,CU,1708989453
545,fada,9.5667,8.3,77.68,24,6,4.07,NG,1708989647
546,kongolo,-5.3833,27.0,66.74,98,90,1.01,CD,1708989647
547,es castell,39.8795,4.2854,47.08,100,0,4.61,ES,1708989648
548,nakasongola,1.3089,32.4564,70.93,76,100,5.14,UG,1708989648
549,dilling,12.05,29.65,75.43,13,70,11.03,SD,1708989648
550,askoy,60.4092,5.226,35.89,100,100,5.75,NO,1708989648
551,san matias,-16.3667,-58.4,84.31,54,88,5.48,BO,1708989648
552,dudinka,69.4058,86.1778,11.62,94,100,27.0,RU,1708989502
553,lesogorsk,56.0458,99.5136,-20.07,100,100,1.01,RU,1708989648
554,yulinshi,38.2906,109.7494,22.75,96,35,4.12,CN,1708989648
555,bamboo flat,11.7,92.7167,75.29,94,71,1.14,IN,1708989648
